state,state_name,year,cigsale,lnincome,beer,age15to24,retprice
14,Louisiana,1972,125.3000031,9.517364502,,0.188376382,40.0
14,Louisiana,1973,126.6999969,9.564110756,,0.1899719983,39.90000153
14,Louisiana,1974,129.8999939,9.579819679,,0.1915675998,41.59999847
14,Louisiana,1975,133.6000061,9.585207939,,0.1931632012,44.29999924
14,Louisiana,1976,139.6000061,9.644329071,,0.1947588027,48.09999847
14,Louisiana,1977,140.0,9.679078102,,0.1963544041,48.90000153
14,Louisiana,1978,142.6999969,9.73168087,,0.1979500204,54.20000076
14,Louisiana,1979,140.1000061,9.737774849,,0.1995456219,57.09999847
14,Louisiana,1980,143.8000031,9.739491463,,0.2011412233,60.0
14,Louisiana,1981,144.0,9.765061378,,0.1963431537,62.59999847
14,Louisiana,1982,143.8999939,9.753126144,,0.1915450692,70.30000305
14,Louisiana,1983,133.6999969,9.746861458,,0.1867469996,80.69999695
14,Louisiana,1984,128.8999939,9.760681152,23.79999924,0.1819489151,90.69999695
14,Louisiana,1985,125.0,9.761659622,23.0,0.1771508455,103.0
14,Louisiana,1986,121.1999969,9.74059391,23.70000076,0.1723527759,105.0999985
14,Louisiana,1987,116.5,9.716698647,24.29999924,0.1675546914,117.8000031
14,Louisiana,1988,110.9000015,9.744105339,24.60000038,0.1627566218,120.4000015
14,Louisiana,1989,103.5999985,9.750065804,24.39999962,0.1579585373,130.6999969
14,Louisiana,1990,101.5,9.770263672,26.39999962,0.1531604677,143.3999939
14,Louisiana,1991,107.1999969,9.784422874,26.10000038,,149.6000061
14,Louisiana,1992,108.5,9.805566788,26.70000076,,178.1000061
14,Louisiana,1993,106.1999969,9.821536064,26.5,,180.5
14,Louisiana,1994,105.3000031,9.860993385,27.10000038,,157.3999939
14,Louisiana,1995,105.6999969,9.910527229,26.10000038,,155.8000031
14,Louisiana,1996,106.8000031,9.923664093,26.5,,165.3000031
14,Louisiana,1997,105.3000031,9.926508904,26.70000076,,166.8999939
14,Louisiana,1998,103.1999969,,,,185.8999939
14,Louisiana,1999,101.0,,,,208.0
14,Louisiana,2000,104.3000031,,,,281.2000122
15,Maine,1970,128.5,,,0.1690140814,38.0
15,Maine,1971,133.1999969,,,0.1703348905,38.79999924
15,Maine,1972,136.5,9.597140312,,0.1716557145,41.5
15,Maine,1973,138.0,9.647285461,,0.1729765236,41.0
15,Maine,1974,142.1000061,9.636234283,,0.1742973328,41.79999924
15,Maine,1975,140.6999969,9.60089016,,0.1756181419,46.70000076
15,Maine,1976,144.8999939,9.671687126,,0.1769389659,49.90000153
15,Maine,1977,145.6000061,9.678421021,,0.178259775,50.90000153
15,Maine,1978,143.8999939,9.698807716,,0.1795805842,55.0
15,Maine,1979,138.5,9.69419384,,0.1809014082,54.5
15,Maine,1980,141.1999969,9.683053017,,0.1822222173,59.0
15,Maine,1981,138.8999939,9.67944622,,0.1780965775,62.90000153
15,Maine,1982,139.5,9.68356514,,0.1739709377,69.69999695
15,Maine,1983,135.3999939,9.724024773,,0.1698453128,80.80000305
15,Maine,1984,135.5,9.774763107,22.10000038,0.165719673,93.69999695
15,Maine,1985,127.9000015,9.807659149,22.20000076,0.1615940332,98.09999847
15,Maine,1986,119.0,9.874090195,22.39999962,0.1574683934,112.6999969
15,Maine,1987,125.0,9.911307335,22.60000038,0.1533427536,121.1999969
15,Maine,1988,125.0,9.944215775,22.89999962,0.1492171288,129.0
15,Maine,1989,122.4000015,9.967079163,21.79999924,0.145091489,144.3999939
15,Maine,1990,117.5,9.949728966,22.10000038,0.1409658492,160.1000061
15,Maine,1991,116.0999985,9.924434662,21.5,,165.8000031
15,Maine,1992,114.5,9.942131996,20.79999924,,187.6999969
15,Maine,1993,108.5,9.945654869,20.60000038,,192.6000061
15,Maine,1994,101.5999985,9.962649345,20.29999924,,178.3000031
15,Maine,1995,102.3000031,9.969056129,21.10000038,,184.8999939
15,Maine,1996,100.0,9.987244606,21.29999924,,186.8999939
15,Maine,1997,101.0999985,9.995828629,21.0,,190.1999969
15,Maine,1998,94.5,,,,219.6000061
15,Maine,1999,85.5,,,,267.7999878
15,Maine,2000,82.90000153,,,,330.5
16,Minnesota,1970,104.3000031,,,0.1747241169,39.09999847
16,Minnesota,1971,116.4000015,,,0.1767315865,40.09999847
16,Minnesota,1972,96.80000305,9.765188217,,0.178739056,45.20000076
16,Minnesota,1973,106.8000031,9.862045288,,0.1807465255,45.59999847
16,Minnesota,1974,110.5999985,9.828342438,,0.1827539951,47.0
16,Minnesota,1975,111.5,9.801631927,,0.1847614646,49.40000153
16,Minnesota,1976,116.6999969,9.824930191,,0.186768949,52.09999847
16,Minnesota,1977,117.1999969,9.87597847,,0.1887764186,53.09999847
16,Minnesota,1978,118.9000015,9.913441658,,0.1907838881,57.90000153
16,Minnesota,1979,118.3000031,9.909160614,,0.1927913576,60.90000153
16,Minnesota,1980,117.6999969,9.877483368,,0.1947988272,63.0
16,Minnesota,1981,120.8000031,9.867996216,,0.1892151535,65.80000305
16,Minnesota,1982,119.4000015,9.863185883,,0.1836314946,71.69999695
16,Minnesota,1983,113.1999969,9.874606133,,0.1780478209,87.30000305
16,Minnesota,1984,110.8000031,9.950922966,23.5,0.1724641621,99.19999695
16,Minnesota,1985,113.0,9.968969345,23.0,0.1668804884,101.5
16,Minnesota,1986,104.3000031,10.00552177,23.0,0.1612968147,116.3000031
16,Minnesota,1987,108.8000031,10.02376842,23.20000076,0.1557131559,120.0999985
16,Minnesota,1988,94.09999847,10.0166111,22.89999962,0.1501294822,141.6999969
16,Minnesota,1989,92.30000305,10.0474081,22.5,0.1445458233,152.5
16,Minnesota,1990,90.69999695,10.0463953,23.20000076,0.1389621496,162.3000031
16,Minnesota,1991,86.19999695,10.031394,22.70000076,,173.8999939
16,Minnesota,1992,83.80000305,10.06334591,22.0,,197.6999969
16,Minnesota,1993,81.59999847,10.05818367,21.89999962,,215.6000061
16,Minnesota,1994,83.40000153,10.09502316,22.5,,196.1000061
16,Minnesota,1995,84.09999847,10.14878464,22.10000038,,202.1999969
16,Minnesota,1996,81.69999695,10.18894577,22.39999962,,208.6000061
16,Minnesota,1997,84.09999847,10.17544174,22.20000076,,216.8000031
16,Minnesota,1998,83.19999695,,,,220.1999969
16,Minnesota,1999,80.69999695,,,,227.3999939
16,Minnesota,2000,76.0,,,,303.6000061
17,Mississippi,1970,93.40000153,,,0.1831303537,36.20000076
17,Mississippi,1971,105.4000015,,,0.1843730509,37.5
17,Mississippi,1972,112.0999985,9.397449493,,0.1856157482,37.40000153
17,Mississippi,1973,115.0,9.457062721,,0.1868584454,37.29999924
17,Mississippi,1974,117.0999985,9.436392784,,0.1881011426,41.40000153
17,Mississippi,1975,116.8000031,9.413602829,,0.1893438399,43.0
17,Mississippi,1976,120.9000015,9.477991104,,0.1905865222,46.40000153
17,Mississippi,1977,122.0999985,9.516371727,,0.1918292195,48.79999924
17,Mississippi,1978,124.9000015,9.540334702,,0.1930719167,53.59999847
17,Mississippi,1979,123.9000015,9.552969933,,0.1943146139,56.5
17,Mississippi,1980,127.0,9.5035429,,0.1955573112,59.70000076
17,Mississippi,1981,125.3000031,9.512449265,,0.1920407712,63.0
17,Mississippi,1982,125.8000031,9.498247147,,0.1885242313,69.19999695
17,Mississippi,1983,122.3000031,9.504479408,,0.1850076914,78.59999847
17,Mississippi,1984,116.4000015,9.545903206,20.10000038,0.1814911515,89.0
17,Mississippi,1985,115.3000031,9.553736687,20.60000038,0.1779746115,96.40000153
17,Mississippi,1986,113.1999969,9.576477051,21.5,0.1744580865,106.0
17,Mississippi,1987,110.0,9.599513054,21.60000038,0.1709415466,115.8000031
17,Mississippi,1988,109.0,9.627285957,21.89999962,0.1674250066,122.5999985
17,Mississippi,1989,108.3000031,9.643641472,21.60000038,0.1639084667,125.8000031
17,Mississippi,1990,101.8000031,9.644608498,23.29999924,0.1603919268,139.8999939
17,Mississippi,1991,105.5999985,9.652973175,22.89999962,,142.6999969
17,Mississippi,1992,103.9000015,9.684977531,23.5,,160.8000031
17,Mississippi,1993,105.4000015,9.701045036,23.89999962,,177.8000031
17,Mississippi,1994,106.0,9.75193882,24.5,,156.8999939
17,Mississippi,1995,107.5,9.785328865,24.0,,153.8999939
17,Mississippi,1996,106.9000015,9.808868408,24.29999924,,161.1999969
17,Mississippi,1997,106.3000031,9.803786278,24.39999962,,168.6000061
17,Mississippi,1998,107.0,,,,175.8000031
17,Mississippi,1999,103.9000015,,,,199.5
17,Mississippi,2000,97.19999695,,,,272.0
18,Missouri,1970,121.3000031,,,0.1675929874,36.0
18,Missouri,1971,127.5999985,,,0.1692595631,36.79999924
18,Missouri,1972,130.0,9.733353615,,0.1709261239,37.70000076
18,Missouri,1973,132.1000061,9.780752182,,0.1725926995,37.70000076
18,Missouri,1974,135.3999939,9.739014626,,0.1742592752,38.0
18,Missouri,1975,135.6000061,9.730810165,,0.1759258509,43.5
18,Missouri,1976,139.5,9.769454002,,0.1775924116,44.70000076
18,Missouri,1977,140.8000031,9.808041573,,0.1792589873,45.90000153
18,Missouri,1978,141.8000031,9.844763756,,0.180925563,49.90000153
18,Missouri,1979,140.1999969,9.847525597,,0.1825921237,52.20000076
18,Missouri,1980,142.1000061,9.801047325,,0.1842586994,57.29999924
18,Missouri,1981,140.5,9.810366631,,0.1798325032,59.90000153
18,Missouri,1982,139.6999969,9.802687645,,0.1754062921,64.69999695
18,Missouri,1983,134.1000061,9.82930088,,0.1709800959,74.80000305
18,Missouri,1984,130.0,9.881512642,23.70000076,0.1665538847,84.80000305
18,Missouri,1985,129.1999969,9.913291931,23.70000076,0.1621276885,93.69999695
18,Missouri,1986,128.8000031,9.94677639,24.20000076,0.1577014923,101.9000015
18,Missouri,1987,128.6999969,9.953277588,24.20000076,0.1532752812,108.5
18,Missouri,1988,127.4000015,9.958258629,23.60000038,0.148849085,114.5999985
18,Missouri,1989,122.8000031,9.972258568,23.60000038,0.1444228739,118.9000015
18,Missouri,1990,119.0999985,9.970404625,24.29999924,0.1399966776,129.1000061
18,Missouri,1991,119.9000015,9.968203545,23.89999962,,132.5
18,Missouri,1992,122.3000031,9.984798431,23.70000076,,153.1000061
18,Missouri,1993,121.5999985,9.986176491,23.60000038,,157.6000061
18,Missouri,1994,119.4000015,10.01635647,24.20000076,,146.8000031
18,Missouri,1995,124.0,10.05390835,23.5,,150.3000031
18,Missouri,1996,124.0999985,10.07675266,23.60000038,,159.8000031
18,Missouri,1997,120.5999985,10.07141304,23.5,,163.3999939
18,Missouri,1998,120.0999985,,,,173.8000031
18,Missouri,1999,118.0,,,,197.0
18,Missouri,2000,113.8000031,,,,258.7999878
19,Montana,1970,111.1999969,,,0.1757925004,34.0
19,Montana,1971,115.5999985,,,0.1771458983,34.70000076
19,Montana,1972,122.1999969,9.694641113,,0.1784993112,40.09999847
19,Montana,1973,119.9000015,9.775742531,,0.1798527241,40.90000153
19,Montana,1974,121.9000015,9.740037918,,0.181206122,41.79999924
19,Montana,1975,123.6999969,9.724646568,,0.18255952,43.70000076
19,Montana,1976,124.9000015,9.730798721,,0.1839129329,45.29999924
19,Montana,1977,127.0,9.732776642,,0.1852663457,47.59999847
19,Montana,1978,127.1999969,9.814650536,,0.1866197437,51.90000153
19,Montana,1979,120.3000031,9.778626442,,0.1879731417,53.70000076
19,Montana,1980,122.0,9.743378639,,0.1893265545,56.70000076
19,Montana,1981,121.0999985,9.757293701,,0.1833387166,60.40000153
19,Montana,1982,122.4000015,9.73567009,,0.1773508787,65.69999695
19,Montana,1983,113.6999969,9.748160362,,0.1713630408,77.19999695
19,Montana,1984,110.0999985,9.745220184,29.39999962,0.1653752029,91.30000305
19,Montana,1985,103.5999985,9.72940731,27.79999924,0.1593873799,95.5
19,Montana,1986,97.80000305,9.774852753,27.39999962,0.153399542,102.0
19,Montana,1987,91.69999695,9.77811718,27.20000076,0.1474117041,106.1999969
19,Montana,1988,87.09999847,9.765144348,27.60000038,0.1414238662,115.3000031
19,Montana,1989,86.19999695,9.815179825,27.20000076,0.1354360282,123.0
19,Montana,1990,84.69999695,9.802269936,27.79999924,0.1294481903,140.3999939
19,Montana,1991,82.90000153,9.832130432,28.0,,143.6000061
19,Montana,1992,86.59999847,9.838707924,27.70000076,,163.5
19,Montana,1993,86.0,9.870497704,26.20000076,,179.3999939
19,Montana,1994,88.19999695,9.871899605,26.60000038,,151.3000031
19,Montana,1995,90.5,9.891279221,26.5,,155.3999939
19,Montana,1996,87.30000305,9.901760101,26.70000076,,156.8000031
19,Montana,1997,88.90000153,9.886043549,27.0,,164.8999939
19,Montana,1998,89.09999847,,,,175.3999939
19,Montana,1999,82.59999847,,,,196.1999969
19,Montana,2000,75.5,,,,260.7000122
20,Nebraska,1970,108.0999985,,,0.1737373769,33.90000153
20,Nebraska,1971,108.5999985,,,0.1752171367,34.70000076
20,Nebraska,1972,104.9000015,9.74647522,,0.1766969115,41.09999847
20,Nebraska,1973,106.5999985,9.835298538,,0.1781766713,41.20000076
20,Nebraska,1974,110.5,9.766386986,,0.179656446,42.0
20,Nebraska,1975,114.0999985,9.797554016,,0.1811362058,44.59999847
20,Nebraska,1976,118.0999985,9.787974358,,0.1826159656,46.79999924
20,Nebraska,1977,117.6999969,9.80112648,,0.1840957403,48.09999847
20,Nebraska,1978,117.4000015,9.879457474,,0.1855755001,53.59999847
20,Nebraska,1979,116.0999985,9.847172737,,0.1870552748,55.40000153
20,Nebraska,1980,116.3000031,9.772380829,,0.1885350347,59.5
20,Nebraska,1981,117.0,9.81427002,,0.1835479438,60.90000153
20,Nebraska,1982,117.0999985,9.799477577,,0.178560853,69.69999695
20,Nebraska,1983,110.8000031,9.802988052,,0.1735737622,83.69999695
20,Nebraska,1984,107.6999969,9.853515625,25.39999962,0.1685866714,94.80000305
20,Nebraska,1985,105.0999985,9.875531197,24.60000038,0.1635995805,95.80000305
20,Nebraska,1986,103.0999985,9.896881104,24.5,0.1586125046,104.0
20,Nebraska,1987,101.3000031,9.899986267,24.79999924,0.1536254138,113.6999969
20,Nebraska,1988,92.90000153,9.935324669,24.29999924,0.1486383229,123.3000031
20,Nebraska,1989,93.80000305,9.941367149,24.10000038,0.1436512321,139.3000031
20,Nebraska,1990,89.90000153,9.96817112,25.20000076,0.1386641413,143.3999939
20,Nebraska,1991,92.40000153,9.965081215,24.60000038,,152.1999969
20,Nebraska,1992,90.59999847,9.998330116,24.20000076,,169.5
20,Nebraska,1993,91.09999847,9.996415138,24.29999924,,177.1999969
20,Nebraska,1994,85.90000153,10.02995682,24.70000076,,169.6000061
20,Nebraska,1995,88.5,10.03177643,24.10000038,,170.6999969
20,Nebraska,1996,86.19999695,10.07805729,24.39999962,,175.5
20,Nebraska,1997,85.5,10.06976414,24.39999962,,184.8000031
20,Nebraska,1998,83.09999847,,,,194.6000061
20,Nebraska,1999,86.59999847,,,,214.6000061
20,Nebraska,2000,77.59999847,,,,288.2999878
21,Nevada,1970,189.5,,,0.1615541875,38.90000153
21,Nevada,1971,190.5,,,0.1637737751,44.0
21,Nevada,1972,198.6000061,9.944232941,,0.1659933478,40.59999847
21,Nevada,1973,201.5,9.980631828,,0.1682129353,40.29999924
21,Nevada,1974,204.6999969,9.928623199,,0.170432508,41.90000153
21,Nevada,1975,205.1999969,9.915458679,,0.1726520956,44.5
21,Nevada,1976,201.3999939,9.955230713,,0.1748716831,44.90000153
21,Nevada,1977,190.8000031,10.00060081,,0.1770912558,49.29999924
21,Nevada,1978,187.0,10.06986713,,0.1793108433,54.29999924
21,Nevada,1979,183.3000031,10.05607414,,0.181530416,57.09999847
21,Nevada,1980,177.6999969,10.03424549,,0.1837500036,63.09999847
21,Nevada,1981,171.8999939,10.00596333,,0.1785419434,63.29999924
21,Nevada,1982,165.1000061,9.956868172,,0.1733338833,71.59999847
21,Nevada,1983,159.1999969,9.96372509,,0.1681258231,81.90000153
21,Nevada,1984,136.6000061,9.994217873,35.09999847,0.162917763,99.80000305
21,Nevada,1985,146.6999969,10.02567673,35.70000076,0.1577097028,109.3000031
21,Nevada,1986,142.6000061,10.06372929,37.20000076,0.1525016427,106.5999985
21,Nevada,1987,147.6999969,10.07728004,37.70000076,0.1472935826,114.0
21,Nevada,1988,141.8999939,10.09818554,39.29999924,0.1420855224,129.6000061
21,Nevada,1989,137.8999939,10.12983227,40.40000153,0.1368774623,145.6000061
21,Nevada,1990,137.3000031,10.12119389,40.20000076,0.1316694021,173.6999969
21,Nevada,1991,115.5,10.10557365,37.70000076,,186.3000031
21,Nevada,1992,110.0,10.12709522,36.40000153,,193.8000031
21,Nevada,1993,108.0999985,10.13712502,35.09999847,,196.8000031
21,Nevada,1994,105.1999969,10.16239452,35.09999847,,190.3000031
21,Nevada,1995,100.9000015,10.18080902,34.29999924,,190.3999939
21,Nevada,1996,99.0,10.20677662,35.20000076,,195.0
21,Nevada,1997,95.59999847,10.1864624,34.40000153,,198.5
21,Nevada,1998,102.4000015,,,,200.6000061
21,Nevada,1999,103.9000015,,,,225.8000031
21,Nevada,2000,93.19999695,,,,303.5
22,New Hampshire,1970,265.7000122,,,0.1707317084,31.39999962
22,New Hampshire,1971,278.0,,,0.1723338962,34.09999847
22,New Hampshire,1972,296.2000122,9.736375809,,0.173936069,36.09999847
22,New Hampshire,1973,279.0,9.774945259,,0.1755382568,36.90000153
22,New Hampshire,1974,269.7999878,9.747307777,,0.1771404296,37.90000153
22,New Hampshire,1975,269.1000061,9.718851089,,0.1787426174,40.79999924
22,New Hampshire,1976,290.5,9.777043343,,0.1803448051,43.90000153
22,New Hampshire,1977,278.7999878,9.806762695,,0.181946978,45.0
22,New Hampshire,1978,269.6000061,9.853168488,,0.1835491657,49.70000076
22,New Hampshire,1979,254.6000061,9.865933418,,0.1851513386,53.20000076
22,New Hampshire,1980,247.8000031,9.860693932,,0.1867535263,55.29999924
22,New Hampshire,1981,245.3999939,9.867042542,,0.182374835,58.40000153
22,New Hampshire,1982,239.8000031,9.876245499,,0.1779961437,67.0
22,New Hampshire,1983,232.8999939,9.940467834,,0.1736174673,74.69999695
22,New Hampshire,1984,215.1000061,10.00682926,35.59999847,0.169238776,90.5
22,New Hampshire,1985,201.1000061,10.0613327,35.70000076,0.1648600847,89.19999695
22,New Hampshire,1986,195.8999939,10.12613201,34.70000076,0.1604813933,100.0
22,New Hampshire,1987,195.1000061,10.14629078,34.70000076,0.156102702,102.0
22,New Hampshire,1988,180.3999939,10.17226982,34.09999847,0.1517240256,113.5
22,New Hampshire,1989,172.8999939,10.15990925,33.29999924,0.1473453343,125.9000015
22,New Hampshire,1990,152.3999939,10.1227808,32.90000153,0.142966643,135.8999939
22,New Hampshire,1991,144.8000031,10.11431026,32.90000153,,153.8999939
22,New Hampshire,1992,143.6999969,10.12096977,32.20000076,,164.3999939
22,New Hampshire,1993,148.8999939,10.11175537,32.40000153,,181.1000061
22,New Hampshire,1994,153.8000031,10.15646553,31.0,,157.8000031
22,New Hampshire,1995,158.5,10.2132206,31.0,,163.8999939
22,New Hampshire,1996,158.0,10.22895432,31.10000038,,168.6000061
22,New Hampshire,1997,174.3999939,10.23084545,31.29999924,,176.6000061
22,New Hampshire,1998,173.8000031,,,,197.0
22,New Hampshire,1999,171.6999969,,,,222.8000031
22,New Hampshire,2000,147.3000031,,,,313.8999939
23,New Mexico,1970,90.0,,,0.1848574281,39.70000076
23,New Mexico,1971,92.59999847,,,0.1860954016,41.70000076
23,New Mexico,1972,99.30000305,9.557789803,,0.1873333752,41.09999847
23,New Mexico,1973,98.90000153,9.592716217,,0.1885713488,41.79999924
23,New Mexico,1974,100.3000031,9.584766388,,0.1898093224,43.70000076
23,New Mexico,1975,103.0999985,9.596889496,,0.191047281,46.29999924
23,New Mexico,1976,102.4000015,9.63261795,,0.1922852546,49.5
23,New Mexico,1977,102.4000015,9.669967651,,0.1935232282,51.59999847
23,New Mexico,1978,103.0999985,9.7172966,,0.1947612017,56.0
23,New Mexico,1979,101.0,9.699996948,,0.1959991753,57.59999847
23,New Mexico,1980,102.6999969,9.677751541,,0.1972371489,62.59999847
23,New Mexico,1981,103.0,9.680828094,,0.1915056109,63.0
23,New Mexico,1982,97.5,9.678599358,,0.1857740879,69.40000153
23,New Mexico,1983,96.30000305,9.686483383,,0.18004255,79.59999847
23,New Mexico,1984,88.90000153,9.707865715,28.29999924,0.174311012,90.19999695
23,New Mexico,1985,88.0,9.734749794,28.70000076,0.168579489,97.5
23,New Mexico,1986,88.19999695,9.73690033,27.89999962,0.1628479511,101.1999969
23,New Mexico,1987,82.30000305,9.729162216,27.79999924,0.1571164131,110.1999969
23,New Mexico,1988,77.69999695,9.743268013,27.20000076,0.1513848752,113.6999969
23,New Mexico,1989,74.40000153,9.760063171,27.89999962,0.1456533521,127.1999969
23,New Mexico,1990,70.80000305,9.76591301,27.20000076,0.1399218142,133.6000061
23,New Mexico,1991,69.90000153,9.768037796,27.10000038,,146.8999939
23,New Mexico,1992,71.40000153,9.78427887,26.70000076,,165.3999939
23,New Mexico,1993,69.0,9.806236267,26.39999962,,172.1999969
23,New Mexico,1994,68.19999695,9.827471733,25.39999962,,158.3999939
23,New Mexico,1995,67.0,9.871938705,27.39999962,,163.5
23,New Mexico,1996,65.69999695,9.878764153,27.20000076,,170.8000031
23,New Mexico,1997,61.79999924,9.86425972,27.0,,176.0
23,New Mexico,1998,62.59999847,,,,183.8000031
23,New Mexico,1999,59.70000076,,,,201.8000031
23,New Mexico,2000,53.79999924,,,,279.7999878
24,North Carolina,1970,172.3999939,,,0.1935483813,27.29999924
24,North Carolina,1971,187.6000061,,,0.1936767101,29.39999962
24,North Carolina,1972,214.1000061,9.590858459,,0.1938050389,28.70000076
24,North Carolina,1973,226.5,9.644994736,,0.1939333677,28.89999962
24,North Carolina,1974,227.3000031,9.621204376,,0.1940616965,30.10000038
24,North Carolina,1975,226.0,9.590678215,,0.1941900253,32.90000153
24,North Carolina,1976,230.1999969,9.637135506,,0.194318369,35.79999924
24,North Carolina,1977,217.0,9.656974792,,0.1944466978,36.59999847
24,North Carolina,1978,205.5,9.697710037,,0.1945750266,41.79999924
24,North Carolina,1979,197.3000031,9.681351662,,0.1947033554,43.70000076
24,North Carolina,1980,187.8000031,9.656599998,,0.1948316842,47.29999924
24,North Carolina,1981,179.3000031,9.661784172,,0.1909665316,50.0
24,North Carolina,1982,179.0,9.649224281,,0.1871013939,55.5
24,North Carolina,1983,169.8000031,9.693886757,,0.1832362413,66.0
24,North Carolina,1984,160.6000061,9.753726006,19.79999924,0.1793711036,75.0
24,North Carolina,1985,156.3000031,9.781757355,19.70000076,0.175505951,78.90000153
24,North Carolina,1986,154.3999939,9.830363274,20.0,0.1716407984,83.69999695
24,North Carolina,1987,150.5,9.854593277,20.0,0.1677756608,90.59999847
24,North Carolina,1988,146.0,9.882553101,20.10000038,0.1639105082,96.0
24,North Carolina,1989,139.3000031,9.889288902,20.29999924,0.1600453705,107.5999985
24,North Carolina,1990,133.6999969,9.903341293,20.89999962,0.1561802179,116.4000015
24,North Carolina,1991,132.6999969,9.893853188,20.20000076,,126.5999985
24,North Carolina,1992,128.8999939,9.923104286,20.70000076,,145.0
24,North Carolina,1993,129.6999969,9.940663338,20.89999962,,153.5
24,North Carolina,1994,112.6999969,9.966932297,20.79999924,,135.8999939
24,North Carolina,1995,124.9000015,10.02180767,20.5,,142.3000031
24,North Carolina,1996,129.6999969,10.0451355,21.10000038,,145.6000061
24,North Carolina,1997,125.5999985,10.05129242,21.29999924,,152.0
24,North Carolina,1998,126.0,,,,167.6000061
24,North Carolina,1999,113.0999985,,,,186.8000031
24,North Carolina,2000,109.0,,,,257.2999878
25,North Dakota,1970,93.80000305,,,0.1844660193,37.29999924
25,North Dakota,1971,98.5,,,0.1863869578,38.90000153
25,North Dakota,1972,103.8000031,9.697235107,,0.1883078814,38.90000153
25,North Dakota,1973,108.6999969,9.984169006,,0.1902288198,39.40000153
25,North Dakota,1974,110.5,9.864307404,,0.1921497434,39.90000153
25,North Dakota,1975,117.9000015,9.806703568,,0.1940706819,42.59999847
25,North Dakota,1976,125.4000015,9.725509644,,0.1959916204,45.90000153
25,North Dakota,1977,122.1999969,9.693218231,,0.197912544,47.40000153
25,North Dakota,1978,121.9000015,9.859667778,,0.1998334825,53.20000076
25,North Dakota,1979,121.3000031,9.782692909,,0.2017544061,55.0
25,North Dakota,1980,123.6999969,9.610508919,,0.2036753446,59.59999847
25,North Dakota,1981,125.6999969,9.76184845,,0.197956875,62.0
25,North Dakota,1982,126.8000031,9.764913559,,0.1922383904,67.80000305
25,North Dakota,1983,119.5999985,9.792011261,,0.1865199208,77.90000153
25,North Dakota,1984,109.4000015,9.79562664,24.0,0.1808014363,94.40000153
25,North Dakota,1985,103.1999969,9.793513298,23.10000038,0.1750829667,100.5999985
25,North Dakota,1986,99.80000305,9.80461216,23.0,0.1693644971,104.1999969
25,North Dakota,1987,92.30000305,9.789935112,23.29999924,0.1636460125,110.3000031
25,North Dakota,1988,87.09999847,9.692095757,24.10000038,0.1579275429,123.3000031
25,North Dakota,1989,84.09999847,9.786231041,24.5,0.1522090584,135.8999939
25,North Dakota,1990,77.09999847,9.841360092,26.60000038,0.1464905888,144.3000031
25,North Dakota,1991,85.19999695,9.819376945,26.10000038,,159.8000031
25,North Dakota,1992,74.30000305,9.8829813,25.39999962,,168.3000031
25,North Dakota,1993,83.0,9.853104591,25.60000038,,177.6000061
25,North Dakota,1994,81.0,9.916485786,25.79999924,,180.1000061
25,North Dakota,1995,80.59999847,9.884033203,25.5,,179.5
25,North Dakota,1996,80.80000305,9.960636139,26.60000038,,182.6999969
25,North Dakota,1997,77.5,9.90854454,26.39999962,,194.1000061
25,North Dakota,1998,79.09999847,,,,205.1999969
25,North Dakota,1999,74.69999695,,,,223.6000061
25,North Dakota,2000,72.5,,,,297.5
26,Ohio,1970,121.5999985,,,0.1732194871,36.59999847
26,Ohio,1971,124.5999985,,,0.174539879,38.09999847
26,Ohio,1972,124.4000015,9.779579163,,0.1758602709,38.40000153
26,Ohio,1973,120.5,9.826631546,,0.1771806628,42.0
26,Ohio,1974,122.0999985,9.811853409,,0.1785010546,42.90000153
26,Ohio,1975,122.5,9.783229828,,0.1798214465,46.0
26,Ohio,1976,124.5999985,9.831857681,,0.1811418384,48.5
26,Ohio,1977,127.3000031,9.872402191,,0.1824622303,49.79999924
26,Ohio,1978,131.3000031,9.899350166,,0.1837826222,53.90000153
26,Ohio,1979,130.8999939,9.891590118,,0.1851030141,56.29999924
26,Ohio,1980,133.5,9.85091114,,0.186423406,58.70000076
26,Ohio,1981,132.8000031,9.83551693,,0.1822796315,61.40000153
26,Ohio,1982,134.0,9.815444946,,0.178135857,68.30000305
26,Ohio,1983,130.0,9.83649826,,0.1739920825,82.5
26,Ohio,1984,127.0999985,9.884094238,24.89999962,0.169848308,89.19999695
26,Ohio,1985,126.6999969,9.904476166,24.20000076,0.1657045186,92.19999695
26,Ohio,1986,126.3000031,9.938112259,23.39999962,0.161560744,98.09999847
26,Ohio,1987,124.5999985,9.943062782,23.89999962,0.1574169695,102.1999969
26,Ohio,1988,122.4000015,9.968594551,23.70000076,0.153273195,108.4000015
26,Ohio,1989,118.5999985,9.977870941,23.89999962,0.1491294205,120.5
26,Ohio,1990,115.5,9.977725983,23.89999962,0.144985646,135.3999939
26,Ohio,1991,113.1999969,9.962329865,23.60000038,,139.8000031
26,Ohio,1992,112.3000031,9.982688904,23.0,,159.6000061
26,Ohio,1993,108.9000015,9.989721298,23.0,,162.5
26,Ohio,1994,108.5999985,10.03149223,23.0,,151.1999969
26,Ohio,1995,111.6999969,10.08051395,22.79999924,,155.6000061
26,Ohio,1996,107.5999985,10.09725761,23.29999924,,159.6999969
26,Ohio,1997,108.5999985,10.0931797,23.0,,166.8000031
